persona_id,age,age_bucket,gender,race_ethnicity,education,income_bracket,ses,party_id,ideology,persona_text
1127,85,65+,male,Black,No HS / HS only,50k-75k,Middle,Democrat,Very conservative,"85-year-old Black male American with no hs / hs only education, 50k-75k income, Democrat party identification, and a very conservative political ideology."
1128,37,30-44,male,Other / Mixed,No HS / HS only,75k-100k,Upper-middle,Democrat,Liberal,"37-year-old Other / Mixed male American with no hs / hs only education, 75k-100k income, Democrat party identification, and a liberal political ideology."
1129,44,30-44,male,Hispanic,Bachelor's,50k-75k,Upper-middle,Republican,Moderate,"44-year-old Hispanic male American with bachelor's education, 50k-75k income, Republican party identification, and a moderate political ideology."
1130,24,18-29,male,White,Some college / Associate,150k+,High,Republican,Very liberal,"24-year-old White male American with some college / associate education, 150k+ income, Republican party identification, and a very liberal political ideology."
1131,49,45-64,male,White,Graduate degree,<25k,Upper-middle,Independent / Other,Liberal,"49-year-old White male American with graduate degree education, <25k income, Independent / Other party identification, and a liberal political ideology."
1132,62,45-64,male,Black,Graduate degree,<25k,Upper-middle,Independent / Other,Moderate,"62-year-old Black male American with graduate degree education, <25k income, Independent / Other party identification, and a moderate political ideology."
1133,34,30-44,male,White,No HS / HS only,50k-75k,Middle,Republican,Very liberal,"34-year-old White male American with no hs / hs only education, 50k-75k income, Republican party identification, and a very liberal political ideology."
1134,61,45-64,male,Hispanic,Some college / Associate,25k-50k,Lower-middle,Democrat,Conservative,"61-year-old Hispanic male American with some college / associate education, 25k-50k income, Democrat party identification, and a conservative political ideology."
1135,18,18-29,male,White,No HS / HS only,75k-100k,Upper-middle,Independent / Other,Liberal,"18-year-old White male American with no hs / hs only education, 75k-100k income, Independent / Other party identification, and a liberal political ideology."
1136,66,65+,female,Hispanic,No HS / HS only,100k-150k,Upper-middle,Republican,Very liberal,"66-year-old Hispanic female American with no hs / hs only education, 100k-150k income, Republican party identification, and a very liberal political ideology."
1137,56,45-64,female,White,Graduate degree,100k-150k,High,Democrat,Liberal,"56-year-old White female American with graduate degree education, 100k-150k income, Democrat party identification, and a liberal political ideology."
1138,30,30-44,male,Hispanic,No HS / HS only,25k-50k,Lower-middle,Independent / Other,Liberal,"30-year-old Hispanic male American with no hs / hs only education, 25k-50k income, Independent / Other party identification, and a liberal political ideology."
1139,28,18-29,female,Other / Mixed,Bachelor's,100k-150k,High,Democrat,Conservative,"28-year-old Other / Mixed female American with bachelor's education, 100k-150k income, Democrat party identification, and a conservative political ideology."
1140,64,45-64,female,White,Bachelor's,25k-50k,Upper-middle,Democrat,Moderate,"64-year-old White female American with bachelor's education, 25k-50k income, Democrat party identification, and a moderate political ideology."
1141,49,45-64,male,White,Bachelor's,50k-75k,Upper-middle,Democrat,Moderate,"49-year-old White male American with bachelor's education, 50k-75k income, Democrat party identification, and a moderate political ideology."
1142,43,30-44,female,Black,No HS / HS only,50k-75k,Middle,Independent / Other,Moderate,"43-year-old Black female American with no hs / hs only education, 50k-75k income, Independent / Other party identification, and a moderate political ideology."
1143,20,18-29,female,Black,Bachelor's,25k-50k,Upper-middle,Democrat,Moderate,"20-year-old Black female American with bachelor's education, 25k-50k income, Democrat party identification, and a moderate political ideology."
1144,57,45-64,female,White,Some college / Associate,75k-100k,Upper-middle,Independent / Other,Moderate,"57-year-old White female American with some college / associate education, 75k-100k income, Independent / Other party identification, and a moderate political ideology."
1145,18,18-29,female,Hispanic,Some college / Associate,<25k,Low,Democrat,Very liberal,"18-year-old Hispanic female American with some college / associate education, <25k income, Democrat party identification, and a very liberal political ideology."
1146,45,45-64,female,Black,No HS / HS only,100k-150k,Upper-middle,Republican,Conservative,"45-year-old Black female American with no hs / hs only education, 100k-150k income, Republican party identification, and a conservative political ideology."
1147,20,18-29,male,White,Some college / Associate,50k-75k,Middle,Democrat,Moderate,"20-year-old White male American with some college / associate education, 50k-75k income, Democrat party identification, and a moderate political ideology."
1148,29,18-29,female,White,Some college / Associate,<25k,Low,Democrat,Moderate,"29-year-old White female American with some college / associate education, <25k income, Democrat party identification, and a moderate political ideology."
1149,78,65+,female,White,Graduate degree,<25k,Upper-middle,Republican,Liberal,"78-year-old White female American with graduate degree education, <25k income, Republican party identification, and a liberal political ideology."
1150,44,30-44,male,Hispanic,Bachelor's,75k-100k,Upper-middle,Independent / Other,Moderate,"44-year-old Hispanic male American with bachelor's education, 75k-100k income, Independent / Other party identification, and a moderate political ideology."
1151,34,30-44,male,White,Some college / Associate,<25k,Low,Independent / Other,Very conservative,"34-year-old White male American with some college / associate education, <25k income, Independent / Other party identification, and a very conservative political ideology."
1152,50,45-64,male,White,No HS / HS only,25k-50k,Lower-middle,Republican,Very conservative,"50-year-old White male American with no hs / hs only education, 25k-50k income, Republican party identification, and a very conservative political ideology."
1153,54,45-64,male,White,No HS / HS only,150k+,High,Independent / Other,Very conservative,"54-year-old White male American with no hs / hs only education, 150k+ income, Independent / Other party identification, and a very conservative political ideology."
1154,47,45-64,male,Black,Bachelor's,150k+,High,Independent / Other,Liberal,"47-year-old Black male American with bachelor's education, 150k+ income, Independent / Other party identification, and a liberal political ideology."
1155,42,30-44,female,Black,Some college / Associate,<25k,Low,Republican,Very conservative,"42-year-old Black female American with some college / associate education, <25k income, Republican party identification, and a very conservative political ideology."
1156,20,18-29,female,White,Some college / Associate,25k-50k,Lower-middle,Republican,Conservative,"20-year-old White female American with some college / associate education, 25k-50k income, Republican party identification, and a conservative political ideology."
